FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_184becf87ba_-4983;3491;KAWARI;11001;4309704;24/10/2018;A;COORDENACAO REGIONAL DO MADEIRA;POINT (-62.1786666667 -7.89561666667);Humaitá;Rio Grande do Sul;30202001864;-789.561.667;-6.217.866.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4982;1274;Kawatire;28701;1507300;21/09/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-52.753895670670644 -7.720833828569142);São Félix do Xingu;Pará;30202002025;-772.083.383;-5.275.389.567
aldeias_pontos.fid--75d69c06_184becf87ba_-4981;4618;Kawatum;28701;1500602;22/09/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.5936555556 -8.48291027778);Altamira;Pará;30202002025;-848.291.028;-5.459.365.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4980;4103;Kawpyna;33801;5103858;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.1442 -12.96105);Gaúcha do Norte;Mato Grosso;30202002060;-1.296.105;-531.442
aldeias_pontos.fid--75d69c06_184becf87ba_-497f;2295;KAWPYNA;33801;5103858;09/07/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.1440833333 -12.9607333333);Gaúcha do Norte;Mato Grosso;30202002060;-1.296.073.333;-5.314.408.333
aldeias_pontos.fid--75d69c06_184becf87ba_-497e;2083;KAXIRIMAN;37901;1400704;01/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.1625694444 4.56534444444);Uiramutã;Roraima;30202001955;456.534.444;-6.016.256.944
aldeias_pontos.fid--75d69c06_184becf87ba_-497d;885;Kaxiuahí;47601;1600501;16/11/2016;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-51.3431388889 3.30719444444);Oiapoque;Amapá;30202001899;330.719.444;-5.134.313.889
aldeias_pontos.fid--75d69c06_184becf87ba_-497c;2274;KAYASSU;33801;5107065;09/07/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.1020722222 -11.432);Querência;Mato Grosso;30202002060;-11.432;-5.310.207.222
aldeias_pontos.fid--75d69c06_184becf87ba_-497b;2113;kayater;16901;1303502;06/06/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-67.1996305556 -7.70795833333);Pauini;Amazonas;30202001878;-770.795.833;-6.719.963.056
aldeias_pontos.fid--75d69c06_184becf87ba_-497a;1275;Kedjerekrãn;23001;1507300;21/09/2017;A;COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ;POINT (-52.14885530370772 -7.814695419817032);São Félix do Xingu;Pará;30202001920;-781.469.542;-521.488.553
aldeias_pontos.fid--75d69c06_184becf87ba_-4979;1277;KEMPÓ;9201;5106422;21/09/2017;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-52.998975 -10.2711277778);Peixoto de Azevedo;Mato Grosso;30202002039;-1.027.112.778;-52.998.975
aldeias_pontos.fid--75d69c06_184becf87ba_-4978;1276;Kendjam;28701;1500602;21/09/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-53.26394460255313 -7.958177557375451);Altamira;Pará;30202002025;-795.817.756;-532.639.446
aldeias_pontos.fid--75d69c06_184becf87ba_-4977;4631;Kenhõro;50501;1505536;27/12/2021;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-50.6186111111 -6.68766666667);Parauapebas;Pará;30202001906;-668.766.667;-5.061.861.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4976;4253;Kenkrô;46201;1507300;16/07/2020;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-51.0932777778 -5.27452777778);São Félix do Xingu;Pará;30202001913;-527.452.778;-5.109.327.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4975;672;Kenkudjôi;46201;1500859;19/08/2016;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-51.4025 -4.10083333333);Anapu;Pará;30202001913;-410.083.333;-514.025
aldeias_pontos.fid--75d69c06_184becf87ba_-4974;4320;Kenoro;46201;1500859;10/06/2021;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-51.3605833333 -3.85397222222);Anapu;Pará;30202001913;-385.397.222;-5.136.058.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4973;834;kepto;50301;1721109;31/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.0030555556 -9.61916666667);Tocantínia;Tocantins;30202001962;-961.916.667;-4.800.305.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4972;991;Ketaa;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.917500039 2.5325000080001);Alto Alegre;Roraima;30202001955;253.250.001;-6.391.750.004
aldeias_pontos.fid--75d69c06_184becf87ba_-4971;4192;Khikatxi;49801;5107065;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.926322222222 -11.730647222222);Querência;Mato Grosso;30202002060;-1.173.064.722;-5.292.632.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4970;1278;Kikretum;23001;1507300;21/09/2017;A;COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ;POINT (-51.654267753972526 -7.132705841183316);São Félix do Xingu;Pará;30202001920;-713.270.584;-5.165.426.775
aldeias_pontos.fid--75d69c06_184becf87ba_-496f;2300;KINGATI;49801;5107065;09/07/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.9235222222 -11.7272527778);Querência;Mato Grosso;30202002060;-1.172.725.278;-5.292.352.222
aldeias_pontos.fid--75d69c06_184becf87ba_-496e;4957;KISIWE (KI);49501;1400472;20/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.3699083333 0.347855555556);Rorainópolis;Roraima;30202001871;0.34785556;-6.036.990.833
aldeias_pontos.fid--75d69c06_184becf87ba_-496d;3561;KM 45;13801;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.8833611111 -7.69984722222);Pauini;Amazonas;30202001878;-769.984.722;-6.688.336.111
aldeias_pontos.fid--75d69c06_184becf87ba_-496c;967;Koanapt;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.891385739 2.9791427180001);Alto Alegre;Roraima;30202001955;297.914.272;-6.389.138.574
aldeias_pontos.fid--75d69c06_184becf87ba_-496b;2590;KOATÁ;35701;4309704;24/07/2018;A;COORDENACAO REGIONAL DO MADEIRA;POINT (-61.8751138889 -6.66105);Humaitá;Rio Grande do Sul;30202001864;-666.105;-6.187.511.389
aldeias_pontos.fid--75d69c06_184becf87ba_-496a;690;Koatinemo;23201;1500602;19/08/2016;A;COORDENACAO REGIONAL CENTRO-LESTE DO PARÁ;POINT (-52.5625 -4.04919444444);Altamira;Pará;30202001913;-404.919.444;-525.625
aldeias_pontos.fid--75d69c06_184becf87ba_-4969;268;Koe Ju;71701;3529906;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.3386805556 -24.1555);Miracatu;São Paulo;30202002074;-241.555;-4.733.868.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4968;3468;KOEJU;27501;4127965;16/10/2018;A;COORDENACAO REGIONAL DE GUARAPUAVA;POINT (-51.3647583333 -25.0130055556);Turvo;Paraná;30202002408;-2.501.300.556;-5.136.475.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4967;1066;Koherepi;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.9239 1.7594333330001);Barcelos;Amazonas;30202001955;175.943.333;-639.239
aldeias_pontos.fid--75d69c06_184becf87ba_-4966;934;Koherepi Benedito;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.927458609 1.761251058);Barcelos;Amazonas;30202001955;176.125.106;-6.392.745.861
aldeias_pontos.fid--75d69c06_184becf87ba_-4965;1098;Koherepi nova;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.922909166 1.7569846210001);Barcelos;Amazonas;30202001955;175.698.462;-6.392.290.917
aldeias_pontos.fid--75d69c06_184becf87ba_-4964;4296;Koiupanká;73201;2703304;16/04/2021;A;COORDENACAO REGIONAL NORDESTE I;POINT (-37.7570935556 -9.21609833333);Inhapi;Alagoas;30202001969;-921.609.833;-3.775.709.356
aldeias_pontos.fid--75d69c06_184becf87ba_-4963;1254;kokamkuben;28701;5105606;18/08/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.4522222222 -8.80083333333);Matupá;Mato Grosso;30202002025;-880.083.333;-5.445.222.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4962;566;Kokite/Água Boa;28301;3157658;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.6263527778 -16.8829388889);Santa Helena de Minas;Minas Gerais;30202002067;-1.688.293.889;-4.062.635.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4961;1279;Kokokuedjã;23001;1505437;21/09/2017;A;COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ;POINT (-50.84464814118169 -7.248995107645184);Ourilândia do Norte;Pará;30202001920;-724.899.511;-5.084.464.814
aldeias_pontos.fid--75d69c06_184becf87ba_-4960;1280;Kokraimoro;23001;1507300;21/09/2017;A;COORDENACAO REGIONAL KAYAPÓ SUL DO PARÁ;POINT (-52.57078065708952 -7.211314176335617);São Félix do Xingu;Pará;30202001920;-721.131.418;-5.257.078.066
aldeias_pontos.fid--75d69c06_184becf87ba_-495f;4642;Koliñakwa;11201;5107875;07/01/2022;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-58.7786405556 -12.1547730556);Sapezal;Mato Grosso;30202002032;-1.215.477.306;-5.877.864.056
aldeias_pontos.fid--75d69c06_184becf87ba_-495e;1600;KOLUENE;33801;2906204;18/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-52.81165 -12.8483333333);Canarana;Bahia;30202002060;-1.284.833.333;-5.281.165
aldeias_pontos.fid--75d69c06_184becf87ba_-495d;1035;Kolulu;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.461949659 3.957245866);Amajari;Roraima;30202001955;395.724.587;-6.446.194.966
aldeias_pontos.fid--75d69c06_184becf87ba_-495c;416;KOMÃYA;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-72.7940722222 -6.88420833333);Atalaia do Norte;Amazonas;30202001892;-688.420.833;-7.279.407.222
aldeias_pontos.fid--75d69c06_184becf87ba_-495b;1043;Komini saba;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.4022555556 3.63856111111);Amajari;Roraima;30202001955;363.856.111;-6.240.225.556
aldeias_pontos.fid--75d69c06_184becf87ba_-495a;957;Komomasipi;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.905000024 3.247000029);Alto Alegre;Roraima;30202001955;324.700.003;-6.390.500.002
aldeias_pontos.fid--75d69c06_184becf87ba_-4959;1024;Kona;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-65.056412745 0.99548960000004);Santa Isabel do Rio Negro;Amazonas;30202001955;0.9954896;-6.505.641.275
aldeias_pontos.fid--75d69c06_184becf87ba_-4958;904;Konapi;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.1548638889 2.63658611111);Iracema;Roraima;30202001955;263.658.611;-6.315.486.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4957;964;Koniu;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.406201917 2.9492201690001);Alto Alegre;Roraima;30202001955;294.922.017;-6.340.620.192
aldeias_pontos.fid--75d69c06_184becf87ba_-4956;1232;Kopenoti;3501;3504305;09/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-49.34275 -22.2417222222);Avaí;São Paulo;30202002074;-2.224.172.222;-4.934.275
aldeias_pontos.fid--75d69c06_184becf87ba_-4955;5030;Kopenoty;44901;5106422;27/09/2022;A;COORDENACAO REGIONAL NORTE DO MATO GROSSO;POINT (-54.4150611111 -10.4491888889);Peixoto de Azevedo;Mato Grosso;30202002039;-1.044.918.889;-5.441.506.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4954;923;Koraimatiu;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.33565016 3.945219303);Amajari;Roraima;30202001955;39.452.193;-6.433.565.016
aldeias_pontos.fid--75d69c06_184becf87ba_-4953;5026;Korap Muybu;56701;1508050;21/09/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-56.4433333333 -4.83555555556);Trairão;Pará;30202001927;-483.555.556;-5.644.333.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4952;1096;Korema u;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.950556008 2.726943986);Iracema;Roraima;30202001955;272.694.399;-6.295.055.601
aldeias_pontos.fid--75d69c06_184becf87ba_-4951;1048;Koriohoxi;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.7463305556 2.68073333333);Alto Alegre;Roraima;30202001955;268.073.333;-6.374.633.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4950;1120;Koriya Ã¶pÃ«;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.605663505 2.839236187);Alto Alegre;Roraima;30202001955;283.923.619;-6.360.566.351
aldeias_pontos.fid--75d69c06_184becf87ba_-494f;1132;Koroasi;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.120734025 1.7500067350001);Caracaraí;Roraima;30202001955;175.000.674;-6.212.073.402
aldeias_pontos.fid--75d69c06_184becf87ba_-494e;1281;Koróróti;28701;5105606;21/09/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-53.613238680439274 -9.624143265625417);Matupá;Mato Grosso;30202002025;-962.414.327;-5.361.323.868
aldeias_pontos.fid--75d69c06_184becf87ba_-494d;1253;Kororoty;28701;5105606;18/08/2017;A;COORDENACAO REGIONAL DE CUIABA;POINT (-53.5991111111 -9.64097222222);Matupá;Mato Grosso;30202002025;-964.097.222;-5.359.911.111
aldeias_pontos.fid--75d69c06_184becf87ba_-494c;1417;KOTITICO;33401;5107958;12/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.2357666667 -14.3831944444);Tangará da Serra;Mato Grosso;30202002025;-1.438.319.444;-5.823.576.667
aldeias_pontos.fid--75d69c06_184becf87ba_-494b;4633;Kotokowiñakwa/Dolowikwa;11201;5105150;06/01/2022;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.3332083333 -12.2588411111);Juína;Mato Grosso;30202002032;-1.225.884.111;-5.933.320.833
aldeias_pontos.fid--75d69c06_184becf87ba_-494a;971;Koxexinape;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.642644622 2.85491397);Alto Alegre;Roraima;30202001955;285.491.397;-6.364.264.462
aldeias_pontos.fid--75d69c06_184becf87ba_-4949;976;Koxexinapi;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.758538636 2.805763053);Alto Alegre;Roraima;30202001955;280.576.305;-6.375.853.864
