FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_184becf87ba_-4d97;4905;Byyjyty Osop Aky;21802;1100809;12/05/2022;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-63.7783333333 -9.29111111111);Candeias do Jamari;Rondônia;30202001948;-929.111.111;-6.377.833.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d96;590;Caatinguinha;49901;3162450;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-44.2429555556 -14.8954138889);São João das Missões;Minas Gerais;30202002067;-1.489.541.389;-4.424.295.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d95;1492;CABAÇA;3601;2100600;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.762675 -5.16175833333);Amarante do Maranhão;Maranhão;30202001997;-516.175.833;-46.762.675
aldeias_pontos.fid--75d69c06_184becf87ba_-4d94;4419;Cabeça da Onça (Gonçalão) - Karão Jaguaribara;36201;2301406;29/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.9738888889 -4.37416666667);Aratuba;Ceará;30202001976;-437.416.667;-3.897.388.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d93;2968;CABECEIRA;30601;5001102;31/08/2018;A;COORDENACAO REGIONAL DE CAMPO GRANDE;POINT (-55.7751166667 -21.1592833333);Aquidauana;Mato Grosso do Sul;30202002004;-2.115.928.333;-5.577.511.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d92;3514;CABECEIRA;4901;2101608;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.5889388889 -5.89304722222);Barra do Corda;Maranhão;30202001997;-589.304.722;-4.558.893.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d91;825;cabeceira da água fria;50301;1721109;31/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.1258333333 -9.7025);Tocantínia;Tocantins;30202001962;-97.025;-4.812.583.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d90;1708;CABECEIRA DO AZUL;5201;5106307;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.5358027778 -14.2764805556);Paranatinga;Mato Grosso;30202002025;-1.427.648.056;-5.453.580.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8f;1440;CABECEIRA DO BURITI;33401;5107958;13/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.8617777778 -14.1614277778);Tangará da Serra;Mato Grosso;30202002025;-1.416.142.778;-5.886.177.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8e;1431;CABECEIRA DO SACRE;33401;5107958;13/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.689725 -14.4784833333);Tangará da Serra;Mato Grosso;30202002025;-1.447.848.333;-58.689.725
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8d;1461;CABECEIRA DO SERINGAL;48501;5102637;13/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.0978722222 -13.6361305556);Campo Novo do Parecis;Mato Grosso;30202002025;-1.363.613.056;-5.809.787.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8c;838;cabeceira verde;50301;1721109;31/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.0077777778 -9.56277777778);Tocantínia;Tocantins;30202001962;-956.277.778;-4.800.777.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8b;91;Cabeceirinha;11401;5101902;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-58.301388888889 -11.433888888889);Brasnorte;Mato Grosso;30202002032;-1.143.388.889;-5.830.138.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d8a;4066;Caboclos do Açú;73726;2400208;05/05/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-37.0593055556 -5.73186111111);Açu;Rio Grande do Norte;30202001976;-573.186.111;-3.705.930.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d89;3026;CABO DO CANTO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8733527778 -8.34977222222);Pesqueira;Pernambuco;30202001969;-834.977.222;-3.687.335.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d88;2929;CABORÁ;36901;2509057;20/08/2018;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-35.0469972222 -6.71931666667);Marcação;Paraíba;30202002287;-671.931.667;-3.504.699.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d87;578;Cabo Soares/Nova/Pradinho;28301;3106606;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.5595277778 -16.8805666667);Bertópolis;Minas Gerais;30202002067;-1.688.056.667;-4.055.952.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d86;4961;CACAU ( CA);49501;1303205;21/07/2022;A;COORDENACAO REGIONAL DE MANAUS;POINT (-61.24165 -1.808);Novo Airão;Amazonas;30202001871;-1.808;-6.124.165
aldeias_pontos.fid--75d69c06_184becf87ba_-4d85;4911;Cacheado;64701;2304103;16/05/2022;A;COORDENACAO REGIONAL NORDESTE II;POINT (-40.8497222222 -5.27738888889);Crateús;Ceará;30202001976;-527.738.889;-4.084.972.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d84;1655;CACHIMBO;5402;1304104;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-64.9825083333 -6.68647777778);Tapauá;Amazonas;30202001878;-668.647.778;-6.498.250.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4d83;794;cachoeira;23301;1710508;24/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-47.5141666667 -8.25722222222);Itacajá;Tocantins;30202001962;-825.722.222;-4.751.416.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d82;813;cachoeira;13201;1721109;27/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.3802777778 -9.65916666667);Tocantínia;Tocantins;30202001962;-965.916.667;-4.838.027.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d81;248;Cachoeira;38101;3506359;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-45.8136111111 -23.7210361111);Bertioga;São Paulo;30202002074;-2.372.103.611;-4.581.361.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d80;2092;Cachoeira;34701;1303502;05/06/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-67.0692166667 -7.95206666667);Pauini;Amazonas;30202001878;-795.206.667;-6.706.921.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7f;4869;Cachoeira;26201;1200054;07/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.0448861111 -10.6064638889);Assis Brasil;Acre;30202001845;-1.060.646.389;-7.004.488.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7e;4065;Cachoeira;73726;2405801;05/05/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-35.9541666667 -5.53105555556);João Câmara;Rio Grande do Norte;30202001976;-553.105.556;-3.595.416.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7d;2210;CACHOEIRA;3901;5106174;08/06/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-52.1902777778 -14.5746388889);Nova Nazaré;Mato Grosso;30202002046;-1.457.463.889;-5.219.027.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7c;3531;CACHOEIRA;8701;2101608;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.2822055556 -5.68296666667);Barra do Corda;Maranhão;30202001997;-568.296.667;-4.528.220.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7b;445;CACHOEIRA;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-72.7206666667 -6.65605555556);Atalaia do Norte;Amazonas;30202001892;-665.605.556;-7.272.066.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d7a;3690;CACHOEIRA DE PEDRA;41101;5103908;30/10/2018;A;COORDENACAO REGIONAL XAVANTE;POINT (-53.8503583333 -15.4696138889);General Carneiro;Mato Grosso;30202002053;-1.546.961.389;-5.385.035.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4d79;2406;CACHOEIRA DE SANTA MARIA;46401;1304302;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-58.5101916667 -1.61265833333);Urucará;Amazonas;30202001871;-161.265.833;-5.851.019.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4d78;1172;Cachoeira do AracÃ¡;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.882289127 0.89617489300002);Barcelos;Amazonas;30202001955;0.89617489;-6.388.228.913
aldeias_pontos.fid--75d69c06_184becf87ba_-4d77;4694;Cachoeira do Aruá;55101;1506807;10/01/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-55.7169444444 -2.65);Santarém;Pará;30202001927;-2.65;-5.571.694.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d76;4680;Cachoeira do Maró;55101;1506807;07/01/2022;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-55.6908333333 -2.7375);Santarém;Pará;30202001927;-27.375;-5.569.083.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d75;1866;CACHOEIRA PORTEIRA;68101;1505304;15/05/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-57.0580638889 -1.06684722222);Oriximiná;Pará;30202001871;-106.684.722;-5.705.806.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d74;574;Cachoeira/Pradinho;28301;3106606;;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.5711611111 -16.872175);Bertópolis;Minas Gerais;30202002067;-16.872.175;-4.057.116.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d73;819;cachoeirinha;50301;1721109;27/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-48.1738888889 -9.54333333333);Tocantínia;Tocantins;30202001962;-954.333.333;-4.817.388.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d72;77;Cachoeirinha;4201;5101407;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.991666666667 -10.425833333333);Aripuanã;Mato Grosso;30202002032;-1.042.583.333;-5.999.166.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d71;206;Cachoeirinha;33701;1500503;;A;COORDENACAO REGIONAL AMAPÁ E NORTE DO PARÁ;POINT (-54.342363888889 0.64539444444444);Almeirim;Pará;30202001899;0.64539444;-5.434.236.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d70;4459;Cachoeirinha;66001;3168606;21/07/2021;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-41.27305 -17.5700222222);Teófilo Otoni;Minas Gerais;30202002067;-1.757.002.222;-4.127.305
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6f;1033;Cachoeirinha;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.51019997 3.818169972);Amajari;Roraima;30202001955;381.816.997;-6.251.019.997
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6e;1412;CACHOEIRINHA;39301;5107958;12/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.0414166667 -14.5963277778);Tangará da Serra;Mato Grosso;30202002025;-1.459.632.778;-5.804.141.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6d;1397;CACHOEIRINHA;29801;1503754;11/04/2018;A;COORDENACAO REGIONAL DE TAPAJOS;POINT (-57.6364027778 -6.608275);Jacareacanga;Pará;30202001927;-6.608.275;-5.763.640.278
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6c;2670;CACHOEIRINHA;28101;1303700;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-68.3545111111 -2.89235555556);Santo Antônio do Içá;Amazonas;30202001857;-289.235.556;-6.835.451.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6b;726;CACHOEIRINHA;33501;1708205;20/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-50.0591666667 -12.1091666667);Formoso do Araguaia;Tocantins;30202001962;-1.210.916.667;-5.005.916.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d6a;2123;CACHOEIRINHA;37901;1400407;06/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-59.9576472222 4.04064444444);Normandia;Roraima;30202001955;404.064.444;-5.995.764.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d69;2043;CACHOEIRINHA;58401;1400456;30/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.9015722222 4.22444166667);Pacaraima;Roraima;30202001955;422.444.167;-6.090.157.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d68;1064;Cachoeirinha Jurubeba;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.472896667 2.007196111);Caracaraí;Roraima;30202001955;200.719.611;-6.147.289.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d67;1063;Cachoeirinha/posto;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.393107871 2.011550519);Caracaraí;Roraima;30202001955;201.155.052;-6.139.310.787
aldeias_pontos.fid--75d69c06_184becf87ba_-4d66;2950;CACHOEIRINHA SEDE;7701;5005608;31/08/2018;A;COORDENACAO REGIONAL DE CAMPO GRANDE;POINT (-56.2799083333 -20.1916388889);Miranda;Mato Grosso do Sul;30202002004;-2.019.163.889;-5.627.990.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4d65;4525;CACHOERINHA;6201;1303700;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-68.3546111111 -2.89241666667);Santo Antônio do Içá;Amazonas;30202001857;-289.241.667;-6.835.461.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d64;3518;CACIMBA VELHA;8701;2105476;24/10/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-45.7065555556 -5.41650833333);Jenipapo dos Vieiras;Maranhão;30202001997;-541.650.833;-4.570.655.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d63;3586;CACIQUE DOBLE;7801;4303202;25/10/2018;A;COORDENACAO REGIONAL DE PASSO FUNDO;POINT (-51.6761777778 -27.8057277778);Cacique Doble;Rio Grande do Sul;30202002081;-2.780.572.778;-5.167.617.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d62;502;Cacoal;16201;1100122;;A;COORDENACAO REGIONAL DE JI PARANA;POINT (-61.5975555556 -10.7141111111);Ji-Paraná;Rondônia;30202001948;-1.071.411.111;-6.159.755.556
aldeias_pontos.fid--75d69c06_184becf87ba_-4d61;2495;CACOAL;10101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-58.8983222222 -4.27139166667);Borba;Amazonas;30202001871;-427.139.167;-5.889.832.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d60;2184;CAÇULA;35301;5102702;08/06/2018;A;COORDENACAO REGIONAL RIBEIRAO CASCALHEIRA;POINT (-51.7578611111 -13.5419722222);Canarana;Mato Grosso;30202002046;-1.354.197.222;-5.175.786.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5f;1659;CACURI;9801;1303502;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.6706638889 -7.67479166667);Pauini;Amazonas;30202001878;-767.479.167;-6.667.066.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5e;1514;CACURI DOCE;3601;2100600;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.3159666667 -5.25565833333);Amarante do Maranhão;Maranhão;30202001997;-525.565.833;-4.631.596.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5d;2931;CAEIRAS;36901;2509057;20/08/2018;A;COORDENACAO REGIONAL DE JOAO PESSOA;POINT (-34.9452638889 -6.71614722222);Marcação;Paraíba;30202002287;-671.614.722;-3.494.526.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5c;3576;CAEIRAS VELHA;59301;3200607;25/10/2018;A;COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTOS;POINT (-40.1747805556 -19.9225916667);Aracruz;Espírito Santo;30202002067;-1.992.259.167;-4.017.478.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5b;3030;CAETANO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7186805556 -8.30453055556);Pesqueira;Pernambuco;30202001969;-830.453.056;-3.671.868.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d5a;1485;CAFETEIRA;3601;2100600;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.7318305556 -5.08995555556);Amarante do Maranhão;Maranhão;30202001997;-508.995.556;-4.673.183.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d59;1854;CAFEZAL;30501;1503002;15/05/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-57.8852083333 -1.42908611111);Faro;Pará;30202001871;-142.908.611;-5.788.520.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4d58;2489;CAFEZAL;10101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.1870638889 -4.1875);Borba;Amazonas;30202001871;-41.875;-5.918.706.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d57;3046;CAFURNA DE BAIXO;50701;2706307;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.626825 -9.38984166667);Palmeira dos Índios;Alagoas;30202001969;-938.984.167;-36.626.825
aldeias_pontos.fid--75d69c06_184becf87ba_-4d56;4343;Cahy;65101;2925501;11/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.208525 -17.0746111111);Prado;Bahia;30202001990;-1.707.461.111;-39.208.525
aldeias_pontos.fid--75d69c06_184becf87ba_-4d55;2556;CAIAPÉ;35401;1302702;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.9966111111 -5.59828611111);Manicoré;Amazonas;30202001871;-559.828.611;-6.099.661.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d54;4852;Caiapucá;55801;1300706;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-68.1312222222 -9.02086111111);Boca do Acre;Amazonas;30202001845;-902.086.111;-6.813.122.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d53;2895;CAIAPUCÁ;55801;1300706;06/08/2018;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-68.1284611111 -9.02083333333);Boca do Acre;Amazonas;30202001845;-902.083.333;-6.812.846.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d52;4153;Caiçara;33801;5105580;10/06/2020;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.222097222222 -10.860008333333);Marcelândia;Mato Grosso;30202002060;-1.086.000.833;-5.322.209.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d51;1616;CAIÇARA;33801;5105580;18/04/2018;A;COORDENACAO REGIONAL DO XINGU;POINT (-53.2039333333 -10.8578694444);Marcelândia;Mato Grosso;30202002060;-1.085.786.944;-5.320.393.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d50;3040;CAIMBA VELHA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6697916667 -8.28113333333);Pesqueira;Pernambuco;30202001969;-828.113.333;-3.666.979.167
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4f;2464;CAINÃ;54101;1302553;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.499775 -3.44541111111);Manaquiri;Amazonas;30202001871;-344.541.111;-60.499.775
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4e;3020;CAIPE;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7519 -8.30871388889);Pesqueira;Pernambuco;30202001969;-830.871.389;-367.519
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4d;1449;CAITITU;45501;5107875;13/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-58.447275 -13.3400055556);Sapezal;Mato Grosso;30202002025;-1.334.000.556;-58.447.275
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4c;1473;CAJÁ;3601;2102325;16/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0915666667 -4.84311666667);Buriticupu;Maranhão;30202001997;-484.311.667;-4.609.156.667
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4b;1745;CAJARI I;12201;3552700;09/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.4283305556 -3.80888333333);Tabatinga;São Paulo;30202001857;-380.888.333;-6.942.833.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d4a;1746;CAJARI II;12201;3552700;09/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.4227777778 -3.84902777778);Tabatinga;São Paulo;30202001857;-384.902.778;-6.942.277.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d49;4017;Cajazeiras;10401;2306553;30/04/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-39.9315222222 -3.10544444444);Itarema;Ceará;30202001976;-310.544.444;-3.993.152.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d48;4424;Cajazeiras - Karão Jaguaribaras;36201;2301406;30/06/2021;A;COORDENACAO REGIONAL NORDESTE II;POINT (-38.9769444444 -4.36555555556);Aratuba;Ceará;30202001976;-436.555.556;-3.897.694.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d47;2492;CAJOAL;10101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.2764638889 -4.23105555556);Borba;Amazonas;30202001871;-423.105.556;-5.927.646.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d46;2257;CAJÚ;37901;1400704;28/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5133694444 4.70622222222);Uiramutã;Roraima;30202001955;470.622.222;-6.051.336.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4d45;3777;CAJUAL;12001;1302306;01/04/2019;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-66.824880555556 -2.778575);Jutaí;Amazonas;30202001857;-2.778.575;-6.682.488.056
aldeias_pontos.fid--75d69c06_184becf87ba_-4d44;2472;CAJUAL;12901;1302553;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.7116361111 -3.80693611111);Manaquiri;Amazonas;30202001871;-380.693.611;-6.071.163.611
aldeias_pontos.fid--75d69c06_184becf87ba_-4d43;1663;CAJUBIM;8101;1302405;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-64.8542944444 -7.50019722222);Lábrea;Amazonas;30202001878;-750.019.722;-6.485.429.444
aldeias_pontos.fid--75d69c06_184becf87ba_-4d42;95;Cajueiro;11401;5101902;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-58.333333333333 -11.3675);Brasnorte;Mato Grosso;30202002032;-113.675;-5.833.333.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d41;3147;Cajueiro;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6964833333 -2.74296666667);Paragominas;Pará;30202001906;-274.296.667;-4.669.648.333
aldeias_pontos.fid--75d69c06_184becf87ba_-4d40;4864;Cajueiro;61101;1300706;07/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-67.4916694444 -8.79034722222);Boca do Acre;Amazonas;30202001845;-879.034.722;-6.749.166.944
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3f;4047;Cajueiro;64701;2311009;30/04/2020;A;COORDENACAO REGIONAL NORDESTE II;POINT (-41.1226972222 -4.88013333333);Poranga;Ceará;30202001976;-488.013.333;-4.112.269.722
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3e;1555;CAJUEIRO;3601;2100956;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.1953888889 -5.28023055556);Arame;Maranhão;30202001997;-528.023.056;-4.619.538.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3d;2388;CAJUEIRO;8201;1400027;23/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.2924722222 3.76716944444);Amajari;Roraima;30202001955;376.716.944;-6.129.247.222
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3c;3025;CAJUEIRO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8297388889 -8.35914166667);Pesqueira;Pernambuco;30202001969;-835.914.167;-3.682.973.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3b;2943;CAJUEIRO;59201;2909901;21/08/2018;A;COORDENACAO REGIONAL BAIXO SÃO FRANCISCO;POINT (-39.4238611111 -8.55111111111);Curaçá;Bahia;30202001983;-855.111.111;-3.942.386.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d3a;452;CAJUEIRO;48701;1300201;;A;COORDENACAO REGIONAL DO VALE DO JAVARI;POINT (-70.5130083333 -5.80385277778);Atalaia do Norte;Amazonas;30202001892;-580.385.278;-7.051.300.833
aldeias_pontos.fid--75d69c06_184becf87ba_-4d39;292;Cajuhiri Atravessado;8301;1301209;;A;COORDENACAO REGIONAL DE MANAUS;POINT (-63.366388888889 -3.9297222222222);Coari;Amazonas;30202001871;-392.972.222;-6.336.638.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d38;1529;CAJU JANEIRO;3601;2100600;17/04/2018;A;COORDENACAO REGIONAL MARANHÃO;POINT (-46.0661888889 -4.98422777778);Amarante do Maranhão;Maranhão;30202001997;-498.422.778;-4.606.618.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d37;3245;CAJU LAGO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.437725 0.694677777778);São Gabriel da Cachoeira;Amazonas;30202001885;0.69467778;-69.437.725
aldeias_pontos.fid--75d69c06_184becf87ba_-4d36;4599;Cajuri;28601;1303809;06/09/2021;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-66.5442638889 -0.347686111111);São Gabriel da Cachoeira;Amazonas;30202001885;-0.34768611;-6.654.426.389
aldeias_pontos.fid--75d69c06_184becf87ba_-4d35;3038;CALDEIRÃO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7123777778 -8.27619444444);Pesqueira;Pernambuco;30202001969;-827.619.444;-3.671.237.778
aldeias_pontos.fid--75d69c06_184becf87ba_-4d34;363;Califórnia;23901;1200302;;A;COORDENACAO REGIONAL DO JURUÁ;POINT (-70.9424488889 -9.27726805556);Feijó;Acre;30202001852;-927.726.806;-7.094.244.889
aldeias_pontos.fid--75d69c06_184becf87ba_-4d33;4839;Camapã;2901;1300706;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-67.2765611111 -9.33848055556);Boca do Acre;Amazonas;30202001845;-933.848.056;-6.727.656.111
aldeias_pontos.fid--75d69c06_184becf87ba_-4d32;2178;CAMARA;37901;1400407;07/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.1788722222 3.99730277778);Normandia;Roraima;30202001955;399.730.278;-6.017.887.222
